,Pct Happy,Pct Happy Group A,Pct Happy Group B,Avg pct similar neighbors,Avg pct similar neighbors (A),Avg pct similar neighbors (B),Avg pct similar neighbors (count empty),Avg pct similar neighbors (A) (count empty),Avg pct similar neighbors (B) (count empty),Num Agents,Num Agents (A),Num Agents (B),Pct group B,Intolerance
25,98.9,100.0,95.5,66.1,76.4,39.4,58.1,64.8,38.1,350,262,88,0.25,0.25
26,98.9,100.0,95.5,66.2,76.6,39.2,58.1,64.8,38.1,350,262,88,0.25,0.25
27,98.9,100.0,95.5,66.3,76.7,39.4,58.1,64.8,38.1,350,262,88,0.25,0.25
28,99.1,100.0,96.6,66.3,76.7,39.1,58.0,64.8,37.6,350,262,88,0.25,0.25
29,98.9,100.0,95.5,66.3,76.6,39.8,58.2,64.8,38.6,350,262,88,0.25,0.25
30,99.1,100.0,96.6,66.3,76.6,39.4,58.1,64.8,38.1,350,262,88,0.25,0.25
31,99.1,100.0,96.6,66.2,76.6,39.2,58.0,64.8,37.9,350,262,88,0.25,0.25
32,98.9,100.0,95.5,66.4,76.7,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
33,98.9,100.0,95.5,66.2,76.7,39.0,58.0,64.8,37.6,350,262,88,0.25,0.25
34,98.9,100.0,95.5,66.6,77.0,39.3,58.0,64.8,37.8,350,262,88,0.25,0.25
35,98.9,100.0,95.5,66.3,76.7,39.1,58.0,64.8,37.6,350,262,88,0.25,0.25
36,98.9,100.0,95.5,66.4,76.8,39.4,58.1,64.8,38.2,350,262,88,0.25,0.25
37,98.9,100.0,95.5,66.5,76.9,39.6,58.1,64.8,38.2,350,262,88,0.25,0.25
38,98.9,100.0,95.5,66.4,76.8,39.4,58.1,64.8,38.4,350,262,88,0.25,0.25
39,99.1,100.0,96.6,66.4,76.8,39.5,58.1,64.8,38.4,350,262,88,0.25,0.25
40,99.1,100.0,96.6,66.3,76.6,39.5,58.1,64.8,38.4,350,262,88,0.25,0.25
41,99.1,100.0,96.6,66.5,76.8,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
42,99.1,100.0,96.6,66.5,76.8,39.8,58.2,64.8,38.6,350,262,88,0.25,0.25
43,99.1,100.0,96.6,66.3,76.6,39.4,58.1,64.8,38.1,350,262,88,0.25,0.25
44,99.1,100.0,96.6,66.4,76.7,39.6,58.1,64.8,38.4,350,262,88,0.25,0.25
45,99.1,100.0,96.6,66.3,76.6,39.4,58.1,64.8,38.2,350,262,88,0.25,0.25
46,99.1,100.0,96.6,66.4,76.8,39.8,58.2,64.8,38.6,350,262,88,0.25,0.25
47,99.1,100.0,96.6,66.4,76.9,39.7,58.2,64.8,38.8,350,262,88,0.25,0.25
48,99.1,100.0,96.6,66.4,76.6,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
49,99.1,100.0,96.6,66.4,76.7,39.7,58.2,64.8,38.6,350,262,88,0.25,0.25
50,99.1,100.0,96.6,66.4,76.8,39.4,58.1,64.8,38.2,350,262,88,0.25,0.25
51,99.1,100.0,96.6,66.4,76.7,39.5,58.1,64.8,38.1,350,262,88,0.25,0.25
52,99.1,100.0,96.6,66.4,76.8,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
53,99.1,100.0,96.6,66.2,76.6,39.4,58.1,64.8,38.4,350,262,88,0.25,0.25
54,99.1,100.0,96.6,66.5,76.9,39.5,58.1,64.8,38.4,350,262,88,0.25,0.25
55,99.1,100.0,96.6,66.2,76.6,39.4,58.1,64.8,38.1,350,262,88,0.25,0.25
56,99.4,100.0,97.7,66.4,76.8,39.4,58.1,64.8,38.2,350,262,88,0.25,0.25
57,99.1,100.0,96.6,66.5,76.8,39.8,58.2,64.8,38.6,350,262,88,0.25,0.25
58,99.1,100.0,96.6,66.4,76.6,39.7,58.1,64.8,38.4,350,262,88,0.25,0.25
59,99.1,100.0,96.6,66.2,76.5,39.6,58.2,64.8,38.5,350,262,88,0.25,0.25
60,99.1,100.0,96.6,66.4,76.8,39.6,58.2,64.8,38.5,350,262,88,0.25,0.25
61,99.1,100.0,96.6,66.5,76.9,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
62,99.1,100.0,96.6,66.4,76.6,39.6,58.1,64.8,38.4,350,262,88,0.25,0.25
63,99.1,100.0,96.6,66.2,76.5,39.6,58.2,64.8,38.5,350,262,88,0.25,0.25
64,99.1,100.0,96.6,66.4,76.8,39.7,58.2,64.8,38.8,350,262,88,0.25,0.25
65,99.1,100.0,96.6,66.5,76.8,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
66,99.1,100.0,96.6,66.4,76.7,39.5,58.1,64.8,38.2,350,262,88,0.25,0.25
67,99.1,100.0,96.6,66.3,76.6,39.4,58.1,64.8,38.1,350,262,88,0.25,0.25
68,99.1,100.0,96.6,66.5,76.8,39.7,58.1,64.8,38.4,350,262,88,0.25,0.25
69,99.1,100.0,96.6,66.4,76.6,39.8,58.2,64.8,38.6,350,262,88,0.25,0.25
70,99.1,100.0,96.6,66.5,76.8,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
71,99.1,100.0,96.6,66.4,76.6,40.0,58.3,64.8,38.9,350,262,88,0.25,0.25
72,99.1,100.0,96.6,66.5,76.9,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
73,99.1,100.0,96.6,66.5,76.8,39.8,58.2,64.8,38.6,350,262,88,0.25,0.25
74,99.1,100.0,96.6,66.4,76.7,39.8,58.2,64.8,38.6,350,262,88,0.25,0.25
75,99.1,100.0,96.6,66.5,76.8,39.9,58.2,64.8,38.6,350,262,88,0.25,0.25
76,99.1,100.0,96.6,66.4,76.6,39.9,58.2,64.8,38.6,350,262,88,0.25,0.25
77,99.1,100.0,96.6,66.4,76.8,39.6,58.2,64.8,38.5,350,262,88,0.25,0.25
78,99.1,100.0,96.6,66.3,76.6,39.7,58.2,64.8,38.6,350,262,88,0.25,0.25
79,99.1,100.0,96.6,66.4,76.8,39.6,58.2,64.8,38.5,350,262,88,0.25,0.25
80,99.1,100.0,96.6,66.4,76.8,39.6,58.1,64.8,38.4,350,262,88,0.25,0.25
81,99.1,100.0,96.6,66.4,76.8,39.6,58.1,64.8,38.4,350,262,88,0.25,0.25
82,99.1,100.0,96.6,66.4,76.7,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
83,99.1,100.0,96.6,66.4,76.8,39.8,58.2,64.8,38.6,350,262,88,0.25,0.25
